epoch,train_loss,valid_loss,accuracy
63,2.4361936515597353,3.5189547553033886,0.2311377227306366
64,2.3724028493030502,3.563978837921234,0.23592814803123474
65,2.353439977487095,3.6592944459286993,0.2179640680551529
66,2.3633823227000677,3.792945409820465,0.20958083868026733
67,2.3610727473064923,3.6293974502357895,0.2347305417060852
68,2.357025873769916,3.5857553439225978,0.2251497060060501
69,2.351810568016899,3.567959177850963,0.21916167438030243
70,2.3589602176042566,3.550907091323487,0.22035928070545197
71,2.3378362816631983,3.5262453430427048,0.24670659005641937
72,2.3308730638389514,3.5970636122240993,0.24550898373126984
73,2.302309565316383,3.7254254718026716,0.21676646173000336
74,2.318167495234924,3.4631698684064216,0.24191616475582123
75,2.348234801150346,3.619998724874622,0.22634731233119965
76,2.2928022837314015,3.5178540508190315,0.2502993941307068
77,2.2712789044834967,3.58939796978842,0.2383233606815338
78,2.2762674124124147,3.667891563769586,0.22035928070545197
79,2.271162537476102,3.6324255740571165,0.23592814803123474
80,2.2857269421543327,3.7165840214597963,0.23712575435638428
81,2.2464684580842755,3.72974869505374,0.23592814803123474
82,2.2313833111755716,3.760686116018695,0.21317365765571594
83,2.253222837261069,3.535228837464384,0.24550898373126984
84,2.2261702098752196,3.6846393002721363,0.23233532905578613
85,2.2207231126443445,3.7368906169594407,0.2407185584306717
86,2.1979753690880384,3.7798186936064395,0.2311377227306366
87,2.2277115944492403,3.813534848847075,0.2383233606815338
88,2.2234587871059186,3.716965022915138,0.2407185584306717
89,2.20449903297253,3.7474448172632093,0.2311377227306366
90,2.199060654386751,3.664118237409763,0.2383233606815338
91,2.1656057735388283,3.642754954777792,0.22874251008033752
92,2.182806761969098,3.660593356629332,0.23592814803123474
93,2.1735616253956938,3.75595115944297,0.24670659005641937
94,2.181189255115425,3.850057647328177,0.2407185584306717
95,2.120517121065982,3.7462063221160524,0.23952095210552216
96,2.134341841615733,3.825779476279984,0.2215568870306015
97,2.1655919526861642,4.01765104739252,0.21916167438030243
98,2.1384310230806856,3.7294640312651675,0.24550898373126984
99,2.1409538565040402,3.83902301431416,0.2311377227306366
100,2.1070983334918423,3.8157676651092345,0.23712575435638428
